region,province,municipal,barangay,dateCommitted,timeCommitted,stageoffelony,offense,offenseType
CALABARZON,LAGUNA,BAY,CALO,9/6/2022,17:15:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SAN ISIDRO,9/6/2022,18:50:00,CONSUMMATED,ANTI-GAMBLING LAW - PD 1602,Presedential Decree
CALABARZON,LAGUNA,BAY,MAITIM,9/6/2022,14:40:00,CONSUMMATED,ANTI-GAMBLING LAW - PD 1602,Presedential Decree
CALABARZON,LAGUNA,BAY,BITIN,9/9/2022,4:00:00,CONSUMMATED,ANTI-RAPE LAW OF 1997 - RA 8353,Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,9/9/2022,17:45:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,DILA,9/11/2022,19:20:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,SAN ISIDRO,9/13/2022,21:00:00,CONSUMMATED,"SPECIAL PROTECTION OF CHILDREN AGAINST CHILD ABUSE, EXPLOITATION AND DISCRIMINATION ACT. (ANTI- CHILD ABUSE LAW)  - RA 7610",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,9/13/2022,17:10:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,9/13/2022,16:40:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,9/13/2022,16:20:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,9/17/2022,21:25:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,9/18/2022,16:55:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,9/18/2022,16:40:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,9/21/2022,18:15:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,9/22/2022,16:25:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,9/22/2022,16:10:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,9/23/2022,16:45:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,9/29/2022,21:00:00,CONSUMMATED,ACTS OF LASCIVIOUSNESS  - RPC Art. 336,Crimes Against Chastity
CALABARZON,LAGUNA,BAY,MAITIM,9/29/2022,18:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,9/29/2022,18:00:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,PUYPUY,10/1/2022,17:55:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,BITIN,10/1/2022,17:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,BITIN,10/1/2022,17:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,DILA,10/3/2022,18:30:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,TRANCA,10/5/2022,13:30:00,CONSUMMATED,HOMICIDE  - RPC Art. 249,Crimes Against Persons
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,10/6/2022,17:40:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,10/6/2022,17:15:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,10/8/2022,19:00:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,DILA,10/10/2022,7:50:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,DILA,10/12/2022,16:00:00,CONSUMMATED,ACTS OF LASCIVIOUSNESS  - RPC Art. 336,Crimes Against Chastity
CALABARZON,LAGUNA,BAY,PUYPUY,10/12/2022,17:10:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,CALO,10/13/2022,15:20:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,CALO,10/13/2022,15:00:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,10/15/2022,21:40:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,10/16/2022,1:30:00,CONSUMMATED,ROBBERY  - RPC Art. 293,Crimes Against Property
CALABARZON,LAGUNA,BAY,DILA,10/17/2022,5:10:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,10/17/2022,7:10:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,DILA,10/18/2022,23:45:00,CONSUMMATED,ANTI-RAPE LAW OF 1997 - RA 8353,Republic Act
CALABARZON,LAGUNA,BAY,MASAYA,10/19/2022,7:45:00,CONSUMMATED,"COMPREHENSIVE LAW ON FIREARMS AND AMMUNITION  - RA 10591 (covers RA 9516, RA 8294, PD 1866)",Republic Act
CALABARZON,LAGUNA,BAY,DILA,10/20/2022,20:45:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,DILA,10/20/2022,15:00:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,MAITIM,10/20/2022,16:45:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,10/20/2022,16:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SANTA CRUZ,10/21/2022,17:45:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,DILA,10/26/2022,19:10:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,DILA,10/27/2022,18:05:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,CALO,10/27/2022,16:20:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,10/27/2022,16:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,10/29/2022,14:00:00,CONSUMMATED,ANTI-RAPE LAW OF 1997 - RA 8353,Republic Act
CALABARZON,LAGUNA,BAY,PUYPUY,11/3/2022,18:50:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,CALO,11/3/2022,19:25:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,CALO,11/3/2022,19:20:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,CALO,11/7/2022,20:15:00,FRUSTRATED,MURDER  - RPC Art. 248,Crimes Against Persons
CALABARZON,LAGUNA,BAY,CALO,11/7/2022,20:15:00,CONSUMMATED,"COMPREHENSIVE LAW ON FIREARMS AND AMMUNITION  - RA 10591 (covers RA 9516, RA 8294, PD 1866)",Republic Act
CALABARZON,LAGUNA,BAY,DILA,11/8/2022,20:25:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,SAN ANTONIO,11/9/2022,18:45:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SAN AGUSTIN (POB.),11/9/2022,18:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,11/16/2022,20:45:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,CALO,11/16/2022,16:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,11/16/2022,16:13:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,11/18/2022,9:30:00,CONSUMMATED,THEFT  - RPC Art. 308,Crimes Against Property
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,11/19/2022,15:45:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,TRANCA,11/20/2022,12:45:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,TRANCA,11/20/2022,12:45:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,DILA,11/22/2022,18:45:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,DILA,11/22/2022,18:45:00,CONSUMMATED,"COMPREHENSIVE LAW ON FIREARMS AND AMMUNITION  - RA 10591 (covers RA 9516, RA 8294, PD 1866)",Republic Act
CALABARZON,LAGUNA,BAY,DILA,11/22/2022,18:45:00,CONSUMMATED,"ILLEGAL POSSESSION, MANUFACTURE, ACQUISITION, OF FIREARMS, AMMUNITION OR EXPLOSIVES - PD 1866 as amended by RA 8294 and RA 9516",Presedential Decree
CALABARZON,LAGUNA,BAY,MAITIM,11/26/2022,17:30:00,CONSUMMATED,SLIGHT PHYSICAL INJURIES AND MALTREATMENT  - RPC Art. 266,Crimes Against Persons
CALABARZON,LAGUNA,BAY,MAITIM,11/26/2022,17:30:00,CONSUMMATED,GRAVE THREATS  - RPC Art. 282,Crimes Against Personal Liberty And Security
CALABARZON,LAGUNA,BAY,MAITIM,11/28/2022,18:50:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,11/28/2022,10:45:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,BITIN,11/30/2022,17:55:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,CALO,11/30/2022,16:15:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,CALO,11/30/2022,15:50:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,CALO,11/30/2022,15:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,11/30/2022,22:00:00,CONSUMMATED,ANTI-RAPE LAW OF 1997 - RA 8353,Republic Act
CALABARZON,LAGUNA,BAY,DILA,12/6/2022,21:50:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,MAITIM,12/7/2022,22:15:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,DILA,12/7/2022,6:15:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,MAITIM,12/7/2022,17:15:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,12/7/2022,16:45:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,12/8/2022,19:00:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,MAITIM,12/8/2022,19:00:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,MAITIM,12/10/2022,6:00:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,SANTA CRUZ,12/12/2022,15:00:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,TRANCA,12/13/2022,17:15:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,12/15/2022,17:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,12/15/2022,17:07:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,12/16/2022,10:40:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,MAITIM,12/16/2022,10:40:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,12/18/2022,17:50:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,DILA,12/19/2022,0:20:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,DILA,12/19/2022,0:20:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,MAITIM,12/19/2022,18:45:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,12/19/2022,18:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,12/19/2022,18:00:00,CONSUMMATED,QUALIFIED THEFT  - RPC Art. 310  as amended by BP Blg 71,Crimes Against Property
CALABARZON,LAGUNA,BAY,DILA,12/20/2022,18:30:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,DILA,12/20/2022,13:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,DILA,12/20/2022,13:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,MAITIM,12/23/2022,21:35:00,CONSUMMATED,ACTS OF LASCIVIOUSNESS  - RPC Art. 336,Crimes Against Chastity
CALABARZON,LAGUNA,BAY,DILA,12/24/2022,15:45:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,DILA,12/24/2022,15:45:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,MAITIM,12/25/2022,8:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,SAN AGUSTIN (POB.),12/28/2022,16:10:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SAN AGUSTIN (POB.),12/28/2022,15:40:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,PUYPUY,12/29/2022,17:45:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,12/30/2022,19:10:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,MAITIM,12/30/2022,19:10:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,PUYPUY,12/31/2022,18:15:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,DILA,12/31/2022,4:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,DILA,12/31/2022,4:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,PUYPUY,12/31/2022,21:30:00,CONSUMMATED,QUALIFIED THEFT  - RPC Art. 310  as amended by BP Blg 71,Crimes Against Property
CALABARZON,LAGUNA,BAY,PUYPUY,1/1/2023,8:50:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,MAITIM,1/5/2023,16:05:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,1/5/2023,15:35:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,PUYPUY,1/5/2023,22:00:00,CONSUMMATED,ANTI-RAPE LAW OF 1997 - RA 8353,Republic Act
CALABARZON,LAGUNA,BAY,SANTA CRUZ,1/7/2023,21:40:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,SANTA CRUZ,1/7/2023,21:40:00,CONSUMMATED,"COMPREHENSIVE LAW ON FIREARMS AND AMMUNITION  - RA 10591 (covers RA 9516, RA 8294, PD 1866)",Republic Act
